nid,jid,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1393286,3290,Childs,Julianna,Michelle, ,,,1966,Detroit,MI,,,, , ,Female,African American,U.S. District Court,U.S. District Court for the District of South Carolina,Judge,Barack Obama,Democratic,,,Well Qualified,SCD0203, ,,12/22/09,12/22/09,4/16/10,Reported (favorably),5/6/10,Voice,  ,8/5/10,8/20/10,,,,,,Appointment to Another Judicial Position,8/2/22,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Joseph R. Biden,Democratic,,,Well Qualified,CADC0309,,,1/10/22,1/10/22,4/27/22,Reported (favorably),5/26/22,Roll Call, 64/34,7/19/22,7/25/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida,B.S.,1988,University of South Carolina School of Law,J.D.,1991,University of South Carolina School of Business,M.A.,1991,,,,,,,"Private practice, Columbia, South Carolina, 1992-2000; Deputy director, Division of Labor, South Carolina Department of Labor, Licensing, and Regulation, 2000-2002; Commissioner, South Carolina Workers' Compensation Commission, 2002-2006; Judge, South Carolina Circuit Court, Fifth Judicial Circuit, 2006-2010",
1379056,420,Chilson,Olin,Hatfield, ,11,22,1903,Pueblo,CO,9,28,1991, , ,Male,White,U.S. District Court,U.S. District Court for the District of Colorado,Judge,Dwight D. Eisenhower,Republican,,,,COD0105, ,,2/19/60,2/19/60,2/26/60,Reported (favorably),2/29/60,Voice,  ,3/1/60,3/5/60,,,,,12/31/73,Death,9/28/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Colorado Law School,LL.B.,1927,,,,,,,,,,,,,"Private practice, La Jara, Colorado, 1927; Private practice, Greeley, Colorado, 1927-1928; Private practice, Loveland, Colorado, 1928-1954; District attorney, Eighth Judicial District, Colorado, 1940-1948; Assistant secretary of the interior, 1956-1957; Undersecretary of the interior, 1957-1958; Private practice, Denver, Colorado, 1958-1960; Member, Judicial Conference of the United States, 1970-1973",
1379061,421,Chin,Denny, , ,,,1954,Kowloon,Hong Kong,,,, , ,Male,Asian American,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD2901,104 Stat. 5089,,3/24/94,3/24/94,7/21/94,Reported (favorably),8/4/94,Voice,  ,8/9/94,8/10/94,,,,,,Appointment to Another Judicial Position,4/26/10,U.S. Court of Appeals,U.S. Court of Appeals for the Second Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA21403, ,,10/6/09,10/6/09,11/18/09,Reported (favorably),12/10/09,Roll Call, 98/0,4/22/10,4/23/10,,,,,6/1/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,B.A.,1975,Fordham University School of Law,J.D.,1978,,,,,,,,,,"Law clerk, Hon. Henry Werker, U.S. District Court, Southern District of New York, 1978-1980; Private practice, New York City, 1980-1982, 1986-1994; Assistant U.S. attorney, Southern District of New York, 1982-1986; Adjunct professor (part-time), Fordham University School of Law, 1986-1994",
1379066,422,Chipman,Nathaniel, , ,11,15,1752,Salisbury,CT,2,17,1843,Tinmouth,VT,Male,White,U.S. District Court,U.S. District Court for the District of Vermont,Judge,George Washington,,,,,VTD0101,1 Stat. 197,,1791-03-04,,,"No Committee before December 10, 1816",,Voice,  ,1791-03-04,1791-03-04,,,,,,Resignation,1793-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale College,,1777,,,,,,,,,,,,,"Continental Army, 1777-1778; Private practice, Tinmouth, Vermont, 1779-1784, 1785-1787, 1793-1796, 1804-1806, 1809-1810, 1811-1813, 1817-1843; State's attorney, Montpelier, Vermont, 1781-1785; State representative, Vermont, 1784-1785, 1806-1809, 1811; Judge, Vermont Supreme Court, 1787-1789; Chief judge, Vermont Supreme Court, 1790-1791, 1796-1798, 1813-1815; U.S. senator from Vermont, 1798-1804; Member, Vermont Council of Censors, 1813; Professor of law, Middlebury College, 1816-",
1379071,423,Choate,Emett,Clay, ,5,21,1891,Columbus,OH,8,14,1974, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Dwight D. Eisenhower,Republican,,,,FLSD0701,68 Stat. 8,,6/22/54,6/22/54,7/9/54,Reported (favorably),7/19/54,Voice,  ,7/20/54,7/20/54,,,,,1/31/65,Death,8/14/74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana University School of Law -- Bloomington (now Maurer School of Law),LL.B.,1914,,,,,,,,,,,,,"U.S. Army major, 1917-1918; Private practice, Oklahoma City, Oklahoma, 1917-1921; Private practice, New York City, 1922-1925; Private practice, Miami, Florida, 1925-1954",
1379076,424,Choate,William,Gardner, ,8,30,1830,Salem,MA,11,14,1920,Wallingford,CT,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Rutherford B. Hayes,Republican,,,,NYSD0104, ,,1878-03-14,1878-03-18,,Reported (favorably),1878-03-25,Voice,  ,1878-03-25,1878-03-25,,,,,,Resignation,1881-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,A.B.,1852,Harvard Law School,LL.B.,1854,,,,,,,,,,"Private practice, North Danvers, Massachusetts, 1855-1857; Private practice, Salem, Massachusetts, 1857-1865; Private practice, New York City, 1865-1878, 1881-1920",
1379081,425,Cholakis,Con.,G., ,10,6,1930,Troy,NY,12,1,1996,North Greenbush,NY,Male,White,U.S. District Court,U.S. District Court for the Northern District of New York,Judge,Ronald Reagan,Republican,,,Well Qualified,NYND0305, ,,2/7/86,2/10/86,2/26/86,Reported (favorably),3/6/86,Voice,  ,3/14/86,3/17/86,,,,,6/30/96,Death,12/1/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siena College,B.A.,1955,Albany Law School,J.D.,1958,,,,,,,,,,"U.S. Marine Corps, 1951-1953; Private practice, Troy, New York, 1958-1970; Assistant district attorney, Rensselaer County, New York, 1963-1965; Assistant public defender, Rensselaer County, New York, 1966-1967; District attorney, Rensselaer County, New York, 1968-1974; Judge, Rensselaer County [New York] Court, 1974-1977; Justice, Supreme Court of the State of New York, Appellate Division, Third Judicial Department, 1978-1986",
13706601,13706601,Choudhury,Nusrat,Jahan,,,,1976,Chicago,IL,,,,,,Female,Asian American,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Joseph R. Biden,Democratic,,,Well Qualified,NYED1303,,,1/3/23,1/3/23,,Reported (favorably),2/9/23,Roll Call, 50/49,6/15/23,7/5/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,B.A.,1998,"Princeton University, Woodrow Wilson School of Public and International Affairs (now Princeton School of Public and International Affairs)",M.P.A.,2006,Yale Law School,J.D.,2006,,,,,,,"Law clerk, Hon. Denise L. Cote, U.S. District Court for the Southern District of New York, 2006-2007; Law clerk, Hon. Barrington D. Parker Jr., U.S. Court of Appeals for the Second Circuit, 2007-2008; American Civil Liberties Union Foundation, New York City, 2008-2020;   Marvin M. Karpatkin Fellow, Racial Justice Program, 2008-2009;   Staff attorney, National Security Project, 2009-2013;   Staff attorney, Racial Justice Program, 2013-2016;   Senior staff attorney, Racial Justice Program, 2016-2018;   Deputy director, Racial Justice Program, 2018-2020; Roger Pascal Legal Director, Roger Baldwin Foundation, American Civil Liberties Union, Chicago, Illinois, 2020-2023","Nominated to U.S. District Court for the Eastern District of New York, January 19, 2022; no Senate vote"
1379086,426,Choy,Herbert,Young Cho, ,1,6,1916,"Makaweli, Kauai",HI,3,10,2004,Honolulu,HI,Male,Asian American,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Richard M. Nixon,Republican,,,Qualified,CA90504, ,,4/7/71,4/14/71,4/21/71,Reported (favorably),4/21/71,Voice,  ,4/21/71,4/23/71,,,,,10/3/84,Death,3/10/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Hawaii,B.A.,1938,Harvard Law School,J.D.,1941,,,,,,,,,,"Hawaii Territorial Guard, 1941-1942; U.S. Army, 1942-1946; Private practice, Honolulu, Hawaii, 1946-1971",
1393881,3409,Christen,Morgan, , ,,,1961,Chehalis,WA,,,, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA91304, ,,5/18/11,5/18/11,7/13/11,Reported (favorably),9/8/11,Roll Call, 95/3,12/15/11,1/11/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Washington,B.A.,1983,Golden Gate University School of Law,J.D.,1986,,,,,,,,,,"Law clerk, Hon. Brian Shortell, Alaska Superior Court, 1986-1987; Private practice, Anchorage, Alaska, 1987-2002; Judge, Alaska Superior Court, 2002-2009; presiding judge, 2005-2009; Justice, Alaska Supreme Court, 2009-2011",
1379091,427,Christenberry,Herbert,William, ,12,11,1897,New Orleans,LA,10,5,1975,Kentwood,LA,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,Harry S Truman,Democratic,,,,LAED0402, ,,7/11/47,7/11/47,12/10/47,Reported (favorably),12/17/47,Voice,  ,12/18/47,12/20/47,1949,1967,,,,Death,10/5/75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York University,, ,Loyola University New Orleans School of Law,LL.B.,1924,,,,,,,,,,"U.S. Navy, 1917-1918; Private practice, New Orleans, Louisiana, 1924-1933; Assistant attorney, Board of Commissioners, Port of New Orleans, Louisiana, 1933-1935; Deputy commissioner, Louisiana Debt Moratorium Commission, 1935; Assistant district attorney, Orleans Parish, Louisiana, 1935-1937; Assistant U.S. attorney, Eastern District of Louisiana, 1937-1942; U.S. attorney for the Eastern District of Louisiana, 1942-1947; Member, Judicial Conference of the United States, 1965-1968",
1379096,428,Christensen,Albert,Sherman, ,6,9,1905,Manti,UT,8,13,1996,Provo,UT,Male,White,U.S. District Court,U.S. District Court for the District of Utah,Judge,Dwight D. Eisenhower,Republican,,,,UTD0201,68 Stat. 8,,5/12/54,5/12/54,5/25/54,Reported (favorably),5/25/54,Voice,  ,5/27/54,5/28/54,,,,,8/17/71,Death,8/13/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Temporary Emergency Court of Appeals, 1972-1993",,,,National University School of Law (now George Washington University Law School),LL.B.,1931,George Washington University Law School,J.D.,1968,,,,,,,,,,"Private practice, Provo, Utah, 1932-1942, 1945-1954; U.S. Navy, 1942-1945; Visiting professor, University of Utah College of Law, 1975; Visiting professor, Brigham Young University, J. Rueben Clark Law School, 1975",
1393876,3408,Christensen,Dana,Lewis, ,,,1951,New York,NY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of Montana,Judge,Barack Obama,Democratic,,,Well Qualified,MTD0111, ,,5/4/11,5/4/11,9/7/11,Reported (favorably),10/6/11,Voice,  ,12/5/11,12/6/11,2013,2020,,,11/7/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University,B.A.,1973,University of Montana School of Law,J.D.,1976,,,,,,,,,,"Private practice, Billings, Montana, 1977-1981; Private practice, Kalispell, Montana, 1981-2011",
1379101,429,Christie,Sidney,Lee, ,4,17,1903,Sinks Grove,WV,2,15,1974, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of West Virginia,Judge,Lyndon B. Johnson,Democratic,,,Not Qualified By Reason of Age,WVND0202, ,,4/15/64,4/15/64,4/23/64,Reported (favorably),4/29/64,Voice,  ,4/30/64,5/1/64,,,,,,Death,2/15/74,U.S. District Court,U.S. District Court for the Southern District of West Virginia,Judge,Lyndon B. Johnson,Democratic,,,Not Qualified By Reason of Age,WVSD0302, ,,4/15/64,4/15/64,4/23/64,Reported (favorably),4/29/64,Voice,  ,4/30/64,5/1/64,1971,1973,,,,Death,2/15/74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunsmore Business College,business college degree,1924,Cumberland School of Law,LL.B.,1928,,,,,,,,,,"Private practice, 1928-1960; Divorce commissioner, West Virginia Circuit Court, McDowell County; Judge, West Virginia Circuit Court, Eighth Judicial Circuit, 1961-1964",
1394471,3528,Chuang,Theodore,David, ,,,1969,Media,PA,,,, , ,Male,Asian American,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Barack Obama,Democratic,,,Well Qualified,MDD0306, ,,1/6/14,1/6/14,,Reported (favorably),1/16/14,Roll Call, 53/42,5/1/14,5/2/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard College,B.A.,1991,Harvard Law School,J.D.,1994,,,,,,,,,,"Law clerk, Hon. Dorothy W. Nelson, U.S. Court of Appeals for the Ninth Circuit, 1994-1995; Trial attorney, Civil Rights Division, U.S. Department of Justice, 1995-1998; Assistant U.S. attorney, District of Massachusetts, 1998-2004; Private practice, Washington, D.C., 2004-2007; Deputy chief investigative counsel, U.S. House Committee on Oversight and Government Reform, 2007-2009; Chief investigative counsel, U.S. House Committee on Energy and Commerce, 2009; U.S. Department of Homeland Security, 2009-2014; associate general counsel, 2009-2011; deputy general counsel, 2011-2014","Nominated to U.S. District Court for the District of Maryland, September 25, 2013; no Senate vote"
11695891,11695891,Chun,John,Hyungseung,,,,1970,Portland,OR,,,,,,Male,Asian American,U.S. District Court,U.S. District Court for the Western District of Washington,Judge,Joseph R. Biden,Democratic,,,Well Qualified,WAWD0306,,,1/3/22,1/3/22,,Reported (favorably),1/20/22,Roll Call, 49/47,3/23/22,3/30/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,B.A.,1991,Cornell Law School,J.D.,1994,,,,,,,,,,"Law clerk, Hon. Eugene A. Wright, U.S. Court of Appeals for the Ninth Circuit, 1994-1995; Private practice, Seattle, Washington, 1995-2014; Adjunct professor, Seattle University School of Law, 2002-2005; Judge, Superior Court of the State of Washington, King County, 2014-2018; Judge, Court of Appeals of the State of Washington, Division I, 2018-2022","Nominated to U.S. District Court for the Western District of Washington, September 30, 2021; no Senate vote"
13257261,13257261,Chung,Cindy,Kyounga,,,,1975,Omaha,NE,,,,,,Female,Asian American/Korean American,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Joseph R. Biden,Democratic,,,Well Qualified,CA31403,,,1/3/23,1/3/23,,Reported (favorably),2/2/23,Roll Call, 50/44,2/13/23,2/21/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale University,B.A.,1997,Columbia Law School,J.D.,2002,,,,,,,,,,"Law clerk, Hon. Myron H. Thompson, U.S. District Court for the Middle District of Alabama, 2002-2003; District attorney's office, New York County, New York, 2003-2009; assistant district attorney, Trial Bureau 50, 2003-2007; investigation counsel, Official Corruption Unit, 2007-2009; Trial attorney, Criminal Section, Civil Rights Division, U.S. Department of Justice, 2009-2014; Assistant U.S. attorney, Western District of Pennsylvania, 2014-2021; acting deputy chief, Violent Crimes Section, 2015-2017 (intermittently); deputy chief, Major Crimes Section, 2018-2020; Adjunct professor, University of Pittsburgh School of Law, 2021; U.S. attorney for the Western District of Pennsylvania, 2021-2023","Nominated to U.S. Court of Appeals for the Third Circuit, July 12, 2022; no Senate vote"
1379106,430,Churchill,James,Paul, ,4,10,1924,Imlay City,MI,6,29,2020,Harbor Springs,MI,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Gerald Ford,Republican,,,Qualified,MIED0111, ,,12/2/74,12/2/74,12/12/74,Reported (favorably),12/17/74,Voice,  ,12/18/74,12/20/74,1989,1989,,,12/31/89,Death,6/29/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Michigan,B.B.A.,1947,University of Michigan Law School,LL.B.,1950,,,,,,,,,,"U.S. Army, 1943-1946; Private practice, Vassar, Michigan, 1951-1965; Judge, Michigan Circuit Court, Fortieth Judicial Circuit, 1965-1974; Member, Judicial Conference of the United States, 1989-1990",
1394546,3543,Chutkan,Tanya,Sue, ,,,1962,Kingston,Jamaica,,,, , ,Female,African American,U.S. District Court,U.S. District Court for the District of Columbia,Judge,Barack Obama,Democratic,,,Qualified,DCD1701,104 Stat. 5089,,1/6/14,1/6/14,2/25/14,Reported (favorably),3/27/14,Roll Call, 95/0,6/4/14,6/5/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Washington University,B.A.,1983,University of Pennsylvania Law School (now Carey Law School),J.D.,1987,,,,,,,,,,"Private practice, Washington, D.C., 1987-1991, 2002-2014; Public Defender Service for the District of Columbia, 1991-2002; staff attorney, 1990-1996, 2000-2002; lead attorney, sex offenses and domestic violence, 1996-1997; lead attorney, homicide, 1997-1999","Nominated to U.S. District Court for the District of Columbia, December 19, 2013; no Senate vote"
1379111,431,Cindrich,Robert,J., ,,,1943,Washington,PA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,William J. Clinton,Democratic,,,Well Qualified,PAWD0803, ,,8/12/94,8/12/94,9/21/94,Reported (favorably),9/28/94,Voice,  ,10/6/94,10/7/94,,,,,,Resignation,1/30/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wittenberg University,A.B.,1965,University of Pittsburgh School of Law,J.D.,1968,,,,,,,,,,"U.S. Army Reserve specialist, 1968-1971; U.S. Air Force Reserve sergeant, 1971-1975; Law clerk, Hon. Ruggero Aldisert, U.S. Court of Appeals for the Third Circuit, 1968-1969; Assistant public defender, Allegheny County, Pennsylvania, 1969-1970; Assistant district attorney, Allegheny County, Pennsylvania, 1970-1972; Private practice, Pittsburgh, Pennsylvania, 1970-1978, 1981-1994; U.S. attorney for the Western District of Pennsylvania, 1978-1981; Chief legal counsel, University of Pittsburgh Medical Center, 2004-2011; Senior advisor to the president, University of Pittsburgh Medical Center, 2011-","Nominated to U.S. Court of Appeals for the Third Circuit, February 9, 2000; no Senate vote"
1379116,432,Cire,George,Edward, ,9,29,1922,Houston,TX,5,5,1985,Houston,TX,Male,White,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Jimmy Carter,Democratic,,,Well Qualified,TXSD0901,92 Stat. 1629,,2/13/79,2/19/79,5/2/79,Reported (favorably),5/8/79,Voice,  ,5/10/79,5/11/79,,,,,,Death,5/5/85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Edward's University,B.S.,1943,University of Texas School of Law,LL.B.,1948,,,,,,,,,,"U.S. Marine Corps, 1943-1946, 1950-1951; Private practice, Houston, Texas, 1949-1950, 1951-1964; Judge, Harris County [Texas] One Hundred and Sixty-Fifth District Court, 1964-1976; Associate justice, Fourteenth Court of Civil Appeals of Texas, 1976-1979",
